_id,date,oh_region,icu_current_covid,icu_current_covid_vented,hospitalizations,icu_crci_total,icu_crci_total_vented,icu_former_covid,icu_former_covid_vented
2399,2021-01-11,TORONTO,77,59,287,87,64,10,5
2400,2021-01-12,TORONTO,75,55,308,87,60,12,5
2401,2021-01-13,TORONTO,76,62,294,88,69,12,7
2402,2021-01-14,TORONTO,74,62,292,84,70,10,8
2403,2021-01-15,TORONTO,80,59,294,92,66,12,7
2404,2021-01-16,TORONTO,84,67,297,94,76,10,9
2405,2021-01-17,TORONTO,82,65,283,92,73,10,8
2406,2021-01-18,TORONTO,83,70,275,94,76,11,6
2407,2021-01-19,TORONTO,83,68,269,94,75,11,7
2408,2021-01-20,TORONTO,88,71,260,99,80,11,9
2844,2020-04-25,WEST,45,38,181,0,0,0,0
2409,2021-01-21,TORONTO,85,74,263,96,82,11,8
2410,2021-01-22,TORONTO,86,69,283,97,76,11,7
2411,2021-01-23,TORONTO,88,73,279,99,81,11,8
2412,2021-01-24,TORONTO,90,74,290,101,81,11,7
2413,2021-01-25,TORONTO,86,72,262,97,79,11,7
2414,2021-01-26,TORONTO,85,72,275,97,78,12,6
2415,2021-01-27,TORONTO,88,70,244,99,76,11,6
2416,2021-01-28,TORONTO,79,59,229,96,72,17,13
2417,2021-01-29,TORONTO,80,60,214,98,72,18,12
2418,2021-01-30,TORONTO,77,47,236,94,54,17,7
2419,2021-01-31,TORONTO,76,49,194,89,59,13,10
2420,2021-02-01,TORONTO,74,56,203,87,65,13,9
2421,2021-02-02,TORONTO,70,56,196,81,64,11,8
2422,2021-02-03,TORONTO,65,53,190,76,61,11,8
2423,2021-02-04,TORONTO,63,51,184,74,61,11,10
2424,2021-02-05,TORONTO,67,50,175,78,60,11,10
2425,2021-02-06,TORONTO,68,51,174,81,61,13,10
2426,2021-02-07,TORONTO,66,46,171,78,57,12,11
2427,2021-02-08,TORONTO,63,42,173,74,53,11,11
2428,2021-02-09,TORONTO,60,44,176,68,51,8,7
2429,2021-02-10,TORONTO,64,43,174,71,49,7,6
2430,2021-02-11,TORONTO,61,43,151,70,50,9,7
2431,2021-02-12,TORONTO,60,42,150,69,51,9,9
2432,2021-02-13,TORONTO,57,43,150,67,53,10,10
2433,2021-02-14,TORONTO,60,42,136,70,51,10,9
2434,2021-02-15,TORONTO,60,40,128,71,48,11,8
2435,2021-02-16,TORONTO,56,40,130,68,48,12,8
2436,2021-02-17,TORONTO,58,40,130,67,48,9,8
2437,2021-02-18,TORONTO,50,38,118,61,46,11,8
2438,2021-02-19,TORONTO,50,34,116,59,40,9,6
2439,2021-02-20,TORONTO,44,28,116,54,35,10,7
2440,2021-02-21,TORONTO,45,28,114,54,34,9,6
2441,2021-02-22,TORONTO,43,30,124,50,36,7,6
2442,2021-02-23,TORONTO,44,28,126,51,33,7,5
2443,2021-02-24,TORONTO,47,28,120,55,32,8,4
2845,2020-04-26,WEST,46,38,177,0,0,0,0
2444,2021-02-25,TORONTO,48,33,130,55,38,7,5
2445,2021-02-26,TORONTO,52,34,127,62,41,10,7
2446,2021-02-27,TORONTO,49,28,120,59,33,10,5
2447,2021-02-28,TORONTO,46,25,115,58,31,12,6
2448,2021-03-01,TORONTO,46,29,113,57,34,11,5
2449,2021-03-02,TORONTO,43,34,116,54,40,11,6
2450,2021-03-03,TORONTO,43,32,108,54,39,11,7
2451,2021-03-04,TORONTO,43,30,102,53,37,10,7
2452,2021-03-05,TORONTO,42,30,96,54,37,12,7
2453,2021-03-06,TORONTO,45,31,92,57,39,12,8
2454,2021-03-07,TORONTO,45,32,86,59,42,14,10
2455,2021-03-08,TORONTO,45,32,84,60,42,15,10
2456,2021-03-09,TORONTO,47,31,90,62,41,15,10
2457,2021-03-10,TORONTO,50,31,87,62,39,12,8
2458,2021-03-11,TORONTO,51,33,100,64,42,13,9
2459,2021-03-12,TORONTO,52,38,103,66,47,14,9
2460,2021-03-13,TORONTO,49,28,102,64,36,15,8
2461,2021-03-14,TORONTO,53,36,84,66,42,13,6
2462,2021-03-15,TORONTO,57,32,98,69,38,12,6
2463,2021-03-16,TORONTO,52,34,102,65,42,13,8
2464,2021-03-17,TORONTO,50,29,99,63,35,13,6
2465,2021-03-18,TORONTO,51,30,92,65,38,14,8
2466,2021-03-19,TORONTO,50,26,101,64,31,14,5
2467,2021-03-20,TORONTO,51,28,99,63,35,12,7
2468,2021-03-21,TORONTO,49,31,115,61,38,12,7
2469,2021-03-22,TORONTO,49,28,118,61,32,12,4
2470,2021-03-23,TORONTO,58,34,121,70,37,12,3
2471,2021-03-24,TORONTO,55,38,131,67,43,12,5
2472,2021-03-25,TORONTO,59,42,148,69,45,10,3
2473,2021-03-26,TORONTO,61,43,150,71,46,10,3
2474,2021-03-27,TORONTO,64,38,166,74,40,10,2
2475,2021-03-28,TORONTO,66,44,165,75,46,9,2
2476,2021-03-29,TORONTO,75,48,169,84,50,9,2
2477,2021-03-30,TORONTO,77,55,192,85,57,8,2
2478,2021-03-31,TORONTO,80,53,197,91,55,11,2
2846,2020-04-27,WEST,43,34,180,0,0,0,0
2479,2021-04-01,TORONTO,81,51,217,93,53,12,2
2480,2021-04-02,TORONTO,77,54,227,88,56,11,2
2481,2021-04-03,TORONTO,80,47,214,92,50,12,3
2482,2021-04-04,TORONTO,85,49,238,96,52,11,3
2483,2021-04-05,TORONTO,90,47,244,102,51,12,4
2484,2021-04-06,TORONTO,88,53,247,101,57,13,4
2485,2021-04-07,TORONTO,86,53,286,97,55,11,2
2486,2021-04-08,TORONTO,84,51,270,95,56,11,5
2487,2021-04-09,TORONTO,88,54,276,99,60,11,6
2488,2021-04-10,TORONTO,96,68,285,106,71,10,3
2489,2021-04-11,TORONTO,104,63,314,114,68,10,5
2490,2021-04-12,TORONTO,111,67,334,121,71,10,4
2491,2021-04-13,TORONTO,110,75,361,123,83,13,8
2492,2021-04-14,TORONTO,119,88,360,129,95,10,7
2493,2021-04-15,TORONTO,124,84,354,136,92,12,8
2494,2021-04-16,TORONTO,130,94,352,145,103,15,9
2495,2021-04-17,TORONTO,133,101,374,149,113,16,12
2496,2021-04-18,TORONTO,131,97,383,150,110,19,13
2497,2021-04-19,TORONTO,137,105,397,156,118,19,13
2498,2021-04-20,TORONTO,142,109,408,162,119,20,10
2499,2021-04-21,TORONTO,145,108,388,165,121,20,13
2500,2021-04-22,TORONTO,141,104,372,162,117,21,13
2501,2021-04-23,TORONTO,143,109,369,161,123,18,14
2502,2021-04-24,TORONTO,150,107,374,168,118,18,11
2503,2021-04-25,TORONTO,156,105,380,174,115,18,10
2504,2021-04-26,TORONTO,158,111,389,176,124,18,13
2505,2021-04-27,TORONTO,161,111,384,179,124,18,13
2506,2021-04-28,TORONTO,147,100,365,168,114,21,14
2507,2021-04-29,TORONTO,147,100,363,168,117,21,17
2508,2021-04-30,TORONTO,152,105,351,173,121,21,16
2509,2021-05-01,TORONTO,157,105,354,180,123,23,18
2510,2021-05-02,TORONTO,156,105,337,180,120,24,15
2511,2021-05-03,TORONTO,157,105,356,181,122,24,17
2512,2021-05-04,TORONTO,155,103,370,179,118,24,15
2513,2021-05-05,TORONTO,152,106,362,175,122,23,16
2514,2021-05-06,TORONTO,148,103,351,172,119,24,16
2515,2021-05-07,TORONTO,148,109,338,173,123,25,14
2516,2021-05-08,TORONTO,147,97,324,169,106,22,9
2517,2021-05-09,TORONTO,144,101,294,166,113,22,12
2518,2021-05-10,TORONTO,143,100,302,162,110,19,10
2519,2021-05-11,TORONTO,133,98,311,153,112,20,14
2520,2021-05-12,TORONTO,129,96,298,149,110,20,14
2521,2021-05-13,TORONTO,122,97,272,142,111,20,14
2522,2021-05-14,TORONTO,126,91,260,149,106,23,15
2523,2021-05-15,TORONTO,132,92,264,157,108,25,16
2524,2021-05-16,TORONTO,136,98,219,161,114,25,16
2525,2021-05-17,TORONTO,133,93,240,158,109,25,16
2526,2021-05-18,TORONTO,125,95,249,149,113,24,18
2527,2021-05-19,TORONTO,119,94,227,143,112,24,18
2528,2021-05-20,TORONTO,123,83,202,149,100,26,17
2529,2021-05-21,TORONTO,120,91,187,146,108,26,17
2530,2021-05-22,TORONTO,114,89,167,142,107,28,18
2531,2021-05-23,TORONTO,115,84,164,144,98,29,14
2532,2021-05-24,TORONTO,115,84,162,143,106,28,22
2533,2021-05-25,TORONTO,117,90,164,145,112,28,22
2534,2021-05-26,TORONTO,110,81,165,137,101,27,20
2535,2021-05-27,TORONTO,101,81,157,130,100,29,19
2536,2021-05-28,TORONTO,100,77,147,127,94,27,17
2537,2021-05-29,TORONTO,101,80,128,127,98,26,18
2538,2021-05-30,TORONTO,99,71,106,126,88,27,17
2539,2021-05-31,TORONTO,95,44,110,123,63,28,19
2540,2021-06-01,TORONTO,89,69,107,114,87,25,18
2541,2021-06-02,TORONTO,92,72,94,119,89,27,17
2542,2021-06-03,TORONTO,94,68,88,116,83,22,15
2543,2021-06-04,TORONTO,92,66,83,114,79,22,13
2544,2021-06-05,TORONTO,91,68,78,114,84,23,16
2545,2021-06-06,TORONTO,88,63,71,110,76,22,13
2546,2021-06-07,TORONTO,89,64,65,108,78,19,14
2547,2021-06-08,TORONTO,85,65,66,104,76,19,11
2548,2021-06-09,TORONTO,80,60,57,99,71,19,11
2549,2021-06-10,TORONTO,74,50,50,91,58,17,8
2550,2021-06-11,TORONTO,73,52,44,92,61,19,9
2551,2021-06-12,TORONTO,67,46,40,87,55,20,9
2552,2021-06-13,TORONTO,67,45,34,88,56,21,11
2553,2021-06-14,TORONTO,63,48,33,83,57,20,9
2554,2021-06-15,TORONTO,62,49,29,79,56,17,7
2555,2021-06-16,TORONTO,61,43,57,77,51,16,8
2556,2021-06-17,TORONTO,57,42,29,73,51,16,9
2557,2021-06-18,TORONTO,55,39,27,71,44,16,5
2558,2021-06-19,TORONTO,54,41,25,69,48,15,7
2559,2021-06-20,TORONTO,53,40,24,71,48,18,8
2560,2021-06-21,TORONTO,49,35,24,67,43,18,8
2561,2021-06-22,TORONTO,44,33,23,61,42,17,9
2562,2021-06-23,TORONTO,42,32,20,58,41,16,9
2563,2021-06-24,TORONTO,41,30,18,57,37,16,7
2564,2021-06-25,TORONTO,41,32,17,57,41,16,9
2565,2021-06-26,TORONTO,39,33,18,57,43,18,10
2566,2021-06-27,TORONTO,39,33,20,57,42,18,9
2567,2021-06-28,TORONTO,38,31,19,57,42,19,11
2568,2021-06-29,TORONTO,38,31,18,57,43,19,12
2569,2021-06-30,TORONTO,37,29,20,55,41,18,12
2570,2021-07-01,TORONTO,36,30,18,52,41,16,11
2571,2021-07-02,TORONTO,37,31,14,54,44,17,13
2572,2021-07-03,TORONTO,37,33,12,52,46,15,13
2573,2021-07-04,TORONTO,36,30,11,50,41,14,11
2574,2021-07-05,TORONTO,35,28,11,50,39,15,11
2575,2021-07-06,TORONTO,35,30,12,50,42,15,12
2576,2021-07-07,TORONTO,34,32,12,49,43,15,11
2577,2021-07-08,TORONTO,32,30,13,50,40,18,10
2578,2021-07-09,TORONTO,29,29,10,46,40,17,11
2579,2021-07-10,TORONTO,29,28,12,45,37,16,9
2580,2021-07-11,TORONTO,31,30,12,45,37,14,7
2581,2021-07-12,TORONTO,30,26,12,45,36,15,10
2582,2021-07-13,TORONTO,30,26,11,45,36,15,10
2583,2021-07-14,TORONTO,26,23,9,41,34,15,11
2584,2021-07-15,TORONTO,26,22,10,40,31,14,9
2585,2021-07-16,TORONTO,24,21,13,39,31,15,10
2586,2021-07-17,TORONTO,23,21,11,38,31,15,10
2587,2021-07-18,TORONTO,23,20,10,38,29,15,9
2588,2021-07-19,TORONTO,24,18,14,38,26,14,8
2589,2021-07-20,TORONTO,23,19,23,37,28,14,9
2590,2021-07-21,TORONTO,23,17,15,37,25,14,8
2591,2021-07-22,TORONTO,22,15,13,35,24,13,9
2592,2021-07-23,TORONTO,21,15,13,33,23,12,8
2593,2021-07-24,TORONTO,19,15,14,32,24,13,9
2594,2021-07-25,TORONTO,18,16,11,32,25,14,9
2595,2021-07-26,TORONTO,19,16,13,33,25,14,9
2596,2021-07-27,TORONTO,18,15,8,33,24,15,9
2597,2021-07-28,TORONTO,16,13,11,30,22,14,9
2598,2021-07-29,TORONTO,17,13,9,30,22,13,9
2599,2021-07-30,TORONTO,16,12,9,27,21,11,9
2600,2021-07-31,TORONTO,16,14,9,26,22,10,8
2601,2021-08-01,TORONTO,15,12,7,27,20,12,8
2602,2021-08-02,TORONTO,14,12,9,25,20,11,8
2603,2021-08-03,TORONTO,14,13,8,25,22,11,9
2604,2021-08-04,TORONTO,14,13,10,25,22,11,9
2605,2021-08-05,TORONTO,12,11,10,23,19,11,8
2606,2021-08-06,TORONTO,10,9,9,21,19,11,10
2607,2021-08-07,TORONTO,10,8,16,21,18,11,10
2608,2021-08-08,TORONTO,10,8,12,22,18,12,10
2609,2021-08-09,TORONTO,9,7,9,21,16,12,9
2610,2021-08-10,TORONTO,9,8,7,21,17,12,9
2611,2021-08-11,TORONTO,10,8,8,22,15,12,7
2612,2021-08-12,TORONTO,10,7,7,23,18,13,11
2613,2021-08-13,TORONTO,10,8,9,22,17,12,9
2614,2021-08-14,TORONTO,10,7,10,21,15,11,8
2615,2021-08-15,TORONTO,10,9,12,20,13,10,4
2616,2021-08-16,TORONTO,10,8,14,19,15,9,7
2617,2021-08-17,TORONTO,12,10,12,21,18,9,8
2618,2021-08-18,TORONTO,12,9,16,22,17,10,8
2619,2021-08-19,TORONTO,12,8,17,21,15,9,7
2620,2021-08-20,TORONTO,13,8,18,24,16,11,8
2621,2021-08-21,TORONTO,12,8,16,23,17,11,9
2622,2021-08-22,TORONTO,13,8,15,24,16,11,8
2623,2021-08-23,TORONTO,15,9,16,26,16,11,7
2624,2021-08-24,TORONTO,14,9,33,26,15,12,6
2625,2021-08-25,TORONTO,14,9,24,26,17,12,8
2626,2021-08-26,TORONTO,14,8,20,24,14,10,6
2627,2021-08-27,TORONTO,14,8,19,24,16,10,8
2628,2021-08-28,TORONTO,15,9,56,25,15,10,6
2629,2021-08-29,TORONTO,17,9,20,26,16,9,7
2630,2021-08-30,TORONTO,17,11,23,26,17,9,6
